,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Perc,Asym,coo,double_support,stance_speed,swing_length,coo_stance,coo_swing,stance_duration
21,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,1,-2.1514738448942126,-0.4217571682400205,0.9210092045912939,0.002657293249496498,0.4911942915483394,-0.8201117467398547,-0.1323815548059315,6.0606060605987295
22,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,2,-0.912460173019241,0.5068518898703331,-4.65680999391756,-0.007532577675092841,-0.14591409702492797,0.690889840174151,-0.359132554796048,-3.030303030313007
23,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,3,1.0394163806029013,0.3825346628824917,-1.5299742103751726,-0.0026504518369358104,1.4986211603338262,0.4745040277038157,1.011054684417374,-4.545454545455868
24,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,4,-0.7739596896701073,0.5218139802566526,2.1822704658525556,-0.003348169659170938,0.32535129123266415,1.1269135908647456,-0.7228196269334148,3.0303030302966363
25,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,5,1.5696515940657036,0.08194470646407126,-2.33556801750317,-0.001834674162628766,-0.28757422861423265,0.36512240014894815,0.08376150420215822,-3.637978807091713e-12
26,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,6,0.30482128413036946,-0.6151411268446196,2.9825118910939805,0.00032580660562915587,-0.28217200076939264,-0.23469057950106276,-0.39551474831320377,1.5151515151483181
27,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,7,0.0,0.03674825032553031,-1.1914562640385584,-0.0009093400906085708,0.5024457218671046,0.35959494234336375,-0.6878091831400184,3.0303030302966363
28,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,8,-1.0299528488004839,0.0764485561486481,0.1063129089167375,0.001749914598175209,1.4615376790364678,1.304969402274736,-0.7607700848820542,9.090909090900823
29,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,9,0.7223572393860707,-0.6423757533834191,-0.3390970555149657,0.011195051874067066,-2.176735617897691,-1.141555863197425,-0.4939185248481408,3.0303030303039122
30,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,0,-2.839645231612991,-1.5246786252416484,-1.739298161598426,-0.04346595331947044,4.530226582228522,3.386501350788137,-6.797123918629666,-27.27272727273248
31,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,1,-6.666734483506957,-5.020792797358354,5.538736647830964,-0.13928709674701695,9.564024029356062,5.510243502530159,-13.200135664506405,-45.45454545454959
32,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,2,-9.897235908893606,-5.6116874771888945,6.929334603160593,-0.14142683167834658,11.835672397806206,3.6094819656526056,-14.950241705383974,-24.24242424242948
33,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,3,-7.402901697640431,-5.294237233171572,5.205587900934696,-0.14737950133623662,10.912716027462182,3.861076663238805,-13.197808313851453,-18.181818181819835
34,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,4,-7.037738838581149,-3.9740620237408066,0.5136270848804072,-0.15003011866047467,13.808294739386056,4.715721053306524,-11.451199078800684,-33.3333333333394
35,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,5,-4.539119836055846,-3.782407201901819,-0.8094479606484795,-0.1369880644547143,10.589599609374972,2.8661689372977435,-9.405540697502374,-30.303030303031846
36,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,6,-4.719335382634938,-5.773429677943973,7.602531793986089,-0.14893632023124304,12.88239450165716,3.6771581630514163,-11.671201628868033,-12.121212121215649
37,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,7,-1.6360350329466655,-3.568393052226355,1.4619066160872976,-0.14585629978235287,10.185072157118043,4.544628027713685,-9.785731151850598,-27.27272727273521
38,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,8,-3.8046249235519127,-1.9320353113039275,3.6346514182335077,-0.14368152397334083,10.569254557291679,4.295324075101632,-7.861355097606946,-13.636363636367605
39,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,9,-6.832700787168534,-3.9582820853801763,1.2225951581803898,-0.14817421890487864,10.969034830729129,4.158218460853703,-11.31057353934861,-36.36363636363967
40,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,0,-3.88208254419186,-2.4498968413381874,2.1738184011338904,-0.0760505856880599,5.512353145714997,4.148978416365821,-9.922674930456935,-27.272727272732936
41,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,1,-5.818654069996796,-4.627719069972187,-2.301297609264816,-0.1476810084872851,11.197670059974769,4.802794408316572,-14.303989603061865,-36.36363636363967
42,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,2,-3.362713438091845,-3.5734696821732967,-3.557455561544705,-0.14677211525681716,13.25518675524782,4.1071516094786205,-10.88329276653252,-30.303030303037303
43,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,3,-3.4768923364503905,-2.9580125905046373,0.5156037991858886,-0.1549759877457656,11.058352691958675,4.600106826936354,-11.021600588403572,-33.3333333333394
44,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,4,-4.773145733457618,-3.355593151516377,1.848937132519222,-0.1401570669200543,9.176292804756557,1.4699468709001877,-9.34001556550615,-19.69696969697179
45,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,5,-3.2112583969578594,-2.1929750538835577,-2.1754142865690387,-0.13976329770742257,9.727054172092025,5.602895370637512,-10.578896300961276,-36.36363636364695
46,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,6,-2.4659436158459584,-2.7666515774196796,-2.7226208384952706,-0.1482067295392699,11.34036285708649,4.355823632442622,-11.361875437726894,-27.272727272727934
47,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,7,-2.8086421465632725,-2.291634106876856,0.32022097593056675,-0.1442391293009317,11.399232498323087,5.9863485471167195,-9.89925789110589,-19.696969696979068
48,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,8,-6.883440114030918,-3.2768702266192093,-6.396324851873197,-0.14748257285164512,10.833979134607787,2.1283303848421014,-8.827426024157603,-24.242424242438574
49,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,9,-5.2705090455334584,-3.0656332921499967,-2.4694708276797828,-0.1421463570848509,9.598949702099134,4.167994104250539,-9.099286011975266,-27.272727272720658
50,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,0,-4.3107312135022084,-1.150370125818739,0.8435704062222635,-0.06805936930841579,4.612793585266758,3.4412480363942564,-6.201530225349188,-15.151515151520925
51,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,1,-3.822434550583935,-1.7512750143956808,0.7924103259924156,-0.1463323572920403,11.855531942964802,6.0734170855897815,-10.388457173048891,-24.242424242430843
52,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,2,-4.811119310783596,-2.700187220717922,0.1696426664367814,-0.1425551192014936,11.718071831597243,3.2717675873727785,-9.170767273565744,-18.181818181823473
53,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,3,-2.164328218710523,-3.1386096068102916,0.5156037991858886,-0.14244638699914758,11.107828159524928,3.8091389819828976,-10.217497083875855,-33.3333333333394
54,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,4,-5.517948035037875,-4.287631102282589,-2.597423020737483,-0.14125906064749238,9.804111056857664,4.461733500162779,-11.828909979926237,-45.45454545454777
55,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,5,-3.3266626223169027,-3.0236870351463807,-1.3247134883683263,-0.1469742895100266,12.477111816406264,3.5382781365905487,-9.31572962288908,-30.303030303035484
56,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,6,-2.99610176471748,-2.3764600657453627,-7.224142505307927,-0.1548828778253496,10.506300492720172,2.810305778426354,-8.595085144042983,-27.27272727273521
57,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,7,-5.192234540226465,-2.273103685090028,11.990042404059277,-0.1391605456875194,9.00724006421639,5.112931222626685,-10.29994656341249,-1.5151515151519561
