,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Perc,Asym,coo,double_support,stance_speed,swing_length,coo_stance,coo_swing,duty_factor,stance_duration
1107,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,111,0,39,7,2.643747040719745,0.6330201120087366,-3.5415919063717816,-0.005901937453589801,0.7104815858783269,0.31577601577299674,-1.6811370849609375,-1.216814421014199,6.0606060606078245
1108,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,111,0,39,8,3.233630247790387,2.082383512246466,-3.8513638016125578,0.002733927611580478,-3.399203522036757,0.5620253206504344,0.9088728162977304,1.2035645979336564,-6.0606060606005485
1109,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,111,0,39,9,0.860051627110991,0.825965765750766,-2.103545383115276,0.007999465143788326,-2.462306167140156,-0.8398980805367984,1.161490546332459,-2.697195283381415,-7.575757575752505
1110,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,0,2.4590078026357673,0.5116953994288735,-5.576751287261238,-0.005542860508051348,2.9403917717211243,1.4838787040325343,-0.3240816520922323,4.204768564358709,12.121212121211101
1111,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,1,1.9102308485243498,0.5190786689218712,-5.83680613972702,-0.00630526244418704,-2.491332545424953,0.11671817663943784,0.8167647352122174,-1.3710584966803303,-1.515151515153775
1112,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,2,0.9460140960385388,0.02479360561176236,1.9803733961757397,-0.0006469448134679423,2.1907844928779667,1.0084238919344841,-0.35874915845468536,1.419367544836268,7.575757575757052
1113,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,3,-1.9312386560921482,0.36627451578776515,-0.891967236053258,-0.006118528471803664,-3.2069890186039487,2.774132622612882,-0.7954799767696557,5.011252658867484,-3.03030303030755
1114,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,4,2.454399340080492,0.18110660591509742,-2.1156538066955024,-0.006276524015925544,-2.0514825377801458,1.631116385411758,0.27156405978735165,1.0303758062662958,4.54545454545223
1115,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,5,1.7756606593277127,0.5821806011777824,-5.881214547881215,0.008717571457804885,2.4956366028448684,0.5482606213502095,0.7788571444425259,-0.19437543929734602,-3.0303030303002743
1116,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,6,-0.1917675288036378,0.2513982310439431,-2.1107835684719065,0.0015772624812650515,1.8231940991950637,0.7082929514875644,0.5334006415473311,-2.353185526370222,3.030303030311188
