,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Asym
572,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,132,131,60,
573,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,133,132,61,
574,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,134,133,62,
575,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,135,134,63,
576,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,136,135,64,
577,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,137,136,65,
578,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,138,137,66,
579,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,139,138,67,
580,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,140,139,68,
581,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,141,140,69,
582,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,142,141,70,
583,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,143,142,71,
584,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,144,143,72,
585,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,145,144,73,
586,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,146,145,74,
587,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,147,146,75,
588,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Baseline,1,0,0,0.8641021420257289
589,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Baseline,2,1,1,0.0
590,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Baseline,3,2,2,-0.7664381855665994
591,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Baseline,4,3,3,-0.3006366768268691
592,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Baseline,5,4,4,0.4683176676432197
593,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Baseline,6,5,5,-1.0033578583688438
594,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,7,0,0,-5.153910319010421
595,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,8,1,1,-3.468099266591693
596,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,9,2,2,-4.299626205906733
597,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,10,3,3,-3.3636459196456627
598,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,11,4,4,-3.4597685842803116
599,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,12,5,5,-3.592288855350361
600,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,13,6,6,-3.4516690957426164
601,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,14,7,7,-2.362438163372005
602,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,15,8,8,-2.1444686735519127
603,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,16,9,9,-3.119089145853067
604,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,17,10,10,-2.9692293417574405
605,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,18,11,11,-3.449788719716693
606,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,19,12,12,-3.7827077538075713
607,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,20,13,13,-2.876705593532961
608,NotAtaxic,NoSwitch,NoSwitchRight04,S1,Split,21,14,14,-3.766185105448997
609,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,22,0,15,-3.6277077414772947
610,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,23,1,16,-1.6136400627367493
611,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,24,2,17,-1.4043403394294671
612,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,25,3,18,-0.5417409569325855
613,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,26,4,19,-0.5416330665048861
614,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,27,5,20,-1.3549265235361219
615,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,28,6,21,-0.7450142292061344
616,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,29,7,22,-1.1339669275765516
617,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,30,8,23,-2.343557338521933
618,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,31,9,24,-1.214037037859029
619,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,32,10,25,-0.8743363197403511
620,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,33,11,26,0.30737212209989195
621,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,34,12,27,-2.1075778537326357
622,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,35,13,28,-3.4595142711292652
623,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Split,36,14,29,-2.6661343044704893
624,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Washout,37,0,0,
625,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Washout,38,1,1,
626,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Washout,39,2,2,
627,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Washout,40,3,3,
628,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Washout,41,4,4,
629,NotAtaxic,NoSwitch,NoSwitchRight04,S2,Washout,42,5,5,
630,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,43,0,30,-0.2019169354679633
631,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,44,1,31,-0.6218418930516663
632,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,45,2,32,-0.09387237857087882
633,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,46,3,33,-0.7217253097380052
634,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,47,4,34,-1.4779216111308102
635,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,48,5,35,-0.9589725070529482
636,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,49,6,36,-2.728695339626782
637,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,50,7,37,0.03217446683635217
638,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,51,8,38,-1.3648370299676174
639,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,52,9,39,0.2045217186513355
640,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,53,10,40,-3.0180728796756995
641,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,54,11,41,-0.8555171465633435
642,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,55,12,42,-0.37882641108346604
643,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,56,13,43,-0.29413242532748995
644,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Split,57,14,44,-2.460895885120763
645,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Washout,58,0,6,
646,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Washout,59,1,7,
647,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Washout,60,2,8,
648,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Washout,61,3,9,
649,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Washout,62,4,10,
650,NotAtaxic,NoSwitch,NoSwitchRight04,S3,Washout,63,5,11,
651,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Split,64,0,45,-0.6119005607835817
652,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Split,65,1,46,0.7787531072443272
653,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Split,66,2,47,0.3146470195114972
654,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,67,0,12,2.4651806763928192
655,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,68,1,13,4.633624144274776
656,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,69,2,14,3.7476279518820803
657,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,70,3,15,2.0457258128156326
658,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,71,4,16,2.825927734374986
659,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,72,5,17,1.798140400587883
660,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,73,6,18,0.9298382383404515
661,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,74,7,19,1.8960740831163463
662,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,75,8,20,0.26789963847458864
663,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,76,9,21,0.2919283780184543
664,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,77,10,22,1.9053988986545818
665,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,78,11,23,2.7873260806305353
666,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,79,12,24,1.2683367488360346
667,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,80,13,25,0.7171630859375284
668,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,81,14,26,1.0069876006155454
669,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,82,15,27,0.8201444991911302
670,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,83,16,28,1.4046331848761184
671,NotAtaxic,NoSwitch,NoSwitchRight04,S4,Washout,84,17,29,1.2859537143899757
672,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,85,84,30,0.03556530885022369
673,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,86,85,31,-0.6140352499605513
674,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,87,86,32,-0.10364416873819948
675,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,88,87,33,0.8939386618257998
676,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,89,88,34,-0.7891028818458068
677,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,90,89,35,1.4710089172979508
678,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,91,90,36,-0.9234804095643625
679,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,92,91,37,-2.2535150701349522
680,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,93,92,38,-0.3488791109335949
681,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,94,93,39,0.823304147431358
682,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,95,94,40,-0.6572299533420249
683,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,96,95,41,-0.34419358378708864
684,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,97,96,42,-0.6635338369041932
685,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,98,97,43,-1.3713412814669965
686,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,99,98,44,-0.7679717709319647
687,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,100,99,45,-0.7993062337239536
688,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,101,100,46,-1.2959566983309756
689,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,102,101,47,-0.8433332346906326
690,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,103,102,48,-1.9193167638296842
691,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,104,103,49,-1.082256586864716
692,NotAtaxic,NoSwitch,NoSwitchRight04,S5,Washout,105,104,50,0.030694826684808163
693,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Baseline,106,0,6,0.4415916674064846
694,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Baseline,107,1,7,-0.9340228456439519
695,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Baseline,108,2,8,-1.916565557922965
696,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Baseline,109,3,9,0.29983520507808237
697,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Baseline,110,4,10,1.1314469154434974
698,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,111,0,48,-5.809706870955708
699,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,112,1,49,-6.355355002663387
700,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,113,2,50,-7.291892080595986
701,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,114,3,51,-3.940304842862176
702,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,115,4,52,-5.816064699731697
703,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,116,5,53,-5.263935435902013
704,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,117,6,54,-2.922574438229944
705,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,118,7,55,-4.472851994061713
706,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,119,8,56,-4.263012818615849
707,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,120,9,57,-3.749022820983285
708,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,121,10,58,-4.361832743943367
709,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Split,122,11,59,-4.520847821476465
710,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Washout,123,0,51,0.7599416405263639
711,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Washout,124,1,52,-0.24840229689472437
712,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Washout,125,2,53,1.3757185502485498
713,NotAtaxic,NoSwitch,NoSwitchRight04,S6,Washout,126,3,54,0.4056294759114536
714,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,127,126,55,0.27553673946498236
715,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,128,127,56,0.22867376154120223
716,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,129,128,57,0.6392276648319211
717,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,130,129,58,-0.1139631175031468
718,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,131,130,59,-1.087797530973802
719,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,132,131,60,0.07706459122475451
720,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,133,132,61,1.2200095436789837
721,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,134,133,62,-1.107156156289463
722,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,135,134,63,-1.4272670553188078
723,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,136,135,64,-0.4610851557568054
724,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,137,136,65,-1.756519813611618
725,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,138,137,66,-0.4162335636639938
726,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,139,138,67,-0.7413690740411738
727,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,140,139,68,-0.41438401347458864
728,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,141,140,69,-0.9967033309165743
729,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,142,141,70,1.1441086277817192
730,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,143,142,71,-0.062345254300808506
731,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,144,143,72,0.7020815454348082
732,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,145,144,73,-2.3198561234907586
733,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,146,145,74,-0.8072438866200855
734,NotAtaxic,NoSwitch,NoSwitchRight04,S7,Washout,147,146,75,-1.5961078682331191
735,NotAtaxic,Switch,SwitchLeft01,S1,Baseline,1,0,0,0.12690996882895433
736,NotAtaxic,Switch,SwitchLeft01,S1,Baseline,2,1,1,-0.6843181571575485
737,NotAtaxic,Switch,SwitchLeft01,S1,Baseline,3,2,2,0.0
738,NotAtaxic,Switch,SwitchLeft01,S1,Split,4,0,0,-7.062754004892653
739,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,5,0,0,1.3215960878314092
740,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,6,1,1,1.2111239963107323
741,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,7,2,2,0.5819301412562652
742,NotAtaxic,Switch,SwitchLeft01,S1,Split,8,1,1,-5.443149142795107
743,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,9,3,3,1.107179275666823
744,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,10,4,4,2.5317105379971565
745,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,11,5,5,2.7711964616871825
746,NotAtaxic,Switch,SwitchLeft01,S1,Split,12,2,2,-2.4612118499447604
747,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,13,6,6,2.8783239499486797
748,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,14,7,7,1.8408573035037818
749,NotAtaxic,Switch,SwitchLeft01,S1,Intersplit,15,8,8,3.4885290897253185
750,NotAtaxic,Switch,SwitchLeft01,S1,Split,16,3,3,-2.2885871656013705
751,NotAtaxic,Switch,SwitchLeft01,S1,Washout,17,0,0,2.699187307646781
752,NotAtaxic,Switch,SwitchLeft01,S1,Washout,18,1,1,3.2581676136363455
753,NotAtaxic,Switch,SwitchLeft01,S1,Washout,19,2,2,1.79913453381468
754,NotAtaxic,Switch,SwitchLeft01,S1,Washout,20,3,3,3.350768426452049
755,NotAtaxic,Switch,SwitchLeft01,S1,Washout,21,4,4,1.9058073409880194
756,NotAtaxic,Switch,SwitchLeft01,S2,Baseline,22,0,3,-0.6928723267834869
757,NotAtaxic,Switch,SwitchLeft01,S2,Baseline,23,1,4,0.3461895566997839
758,NotAtaxic,Switch,SwitchLeft01,S2,Baseline,24,2,5,-1.0025640930792292
759,NotAtaxic,Switch,SwitchLeft01,S2,Split,25,0,4,-4.514551644373441
760,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,26,0,9,-0.2791048300387047
761,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,27,1,10,0.1785355384903795
762,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,28,2,11,1.3514817363084006
763,NotAtaxic,Switch,SwitchLeft01,S2,Split,29,1,5,-5.631726197522028
764,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,30,3,12,3.250892716224712
765,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,31,4,13,0.3865559895833144
766,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,32,5,14,3.078977026120583
767,NotAtaxic,Switch,SwitchLeft01,S2,Split,33,2,6,-5.486120358862053
768,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,34,6,15,3.3701501711449993
769,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,35,7,16,2.6932841599589494
770,NotAtaxic,Switch,SwitchLeft01,S2,Intersplit,36,8,17,1.2956407335069002
771,NotAtaxic,Switch,SwitchLeft01,S2,Split,37,3,7,-3.5236551304056434
772,NotAtaxic,Switch,SwitchLeft01,S2,Washout,38,0,5,3.46863871873029
773,NotAtaxic,Switch,SwitchLeft01,S2,Washout,39,1,6,1.970865268899928
774,NotAtaxic,Switch,SwitchLeft01,S2,Washout,40,2,7,1.2068623244160506
775,NotAtaxic,Switch,SwitchLeft01,S2,Washout,41,3,8,1.8037738222064377
776,NotAtaxic,Switch,SwitchLeft01,S2,Washout,42,4,9,1.7936398284603996
777,NotAtaxic,Switch,SwitchLeft01,S3,Baseline,43,0,6,0.3960965859769203
778,NotAtaxic,Switch,SwitchLeft01,S3,Baseline,44,1,7,0.24454136087439338
779,NotAtaxic,Switch,SwitchLeft01,S3,Baseline,45,2,8,1.5309343434343532
780,NotAtaxic,Switch,SwitchLeft01,S3,Split,46,0,8,-5.823732626558581
781,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,47,0,18,-0.35871255277385217
782,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,48,1,19,0.8573127515388137
783,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,49,2,20,1.3729211055871247
784,NotAtaxic,Switch,SwitchLeft01,S3,Split,50,1,9,-4.534418895991166
785,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,51,3,21,2.0273844401041856
786,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,52,4,22,0.48072892005998824
787,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,53,5,23,-0.2347387448705831
788,NotAtaxic,Switch,SwitchLeft01,S3,Split,54,2,10,-4.57101687036382
789,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,55,6,24,0.5927808357007223
790,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,56,7,25,-0.45878092447912877
791,NotAtaxic,Switch,SwitchLeft01,S3,Intersplit,57,8,26,-0.04613086430713054
792,NotAtaxic,Switch,SwitchLeft01,S3,Split,58,3,11,-4.708091658775231
793,NotAtaxic,Switch,SwitchLeft01,S3,Washout,59,0,10,1.1971598923808244
794,NotAtaxic,Switch,SwitchLeft01,S3,Washout,60,1,11,-0.26611944641729224
795,NotAtaxic,Switch,SwitchLeft01,S3,Washout,61,2,12,-1.154088492345295
796,NotAtaxic,Switch,SwitchLeft01,S3,Washout,62,3,13,0.07848257970329087
797,NotAtaxic,Switch,SwitchLeft01,S3,Washout,63,4,14,-0.21294487847228538
798,NotAtaxic,Switch,SwitchLeft01,S4,Baseline,64,0,9,-0.111165672841679
799,NotAtaxic,Switch,SwitchLeft01,S4,Baseline,65,1,10,0.633655894886374
800,NotAtaxic,Switch,SwitchLeft01,S4,Baseline,66,2,11,-0.21183514835863093
801,NotAtaxic,Switch,SwitchLeft01,S4,Split,67,0,12,-1.9878348918876583
802,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,68,0,27,0.1478252988872839
803,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,69,1,28,-0.08042460740215063
804,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,70,2,29,1.2562868304286354
805,NotAtaxic,Switch,SwitchLeft01,S4,Split,71,1,13,-4.312781131628782
806,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,72,3,30,1.974888040561865
807,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,73,4,31,0.4254196629379692
808,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,74,5,32,0.7432186242305932
809,NotAtaxic,Switch,SwitchLeft01,S4,Split,75,2,14,-1.7265628082583788
810,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,76,6,33,1.1987165971235925
811,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,77,7,34,0.9108109907670467
812,NotAtaxic,Switch,SwitchLeft01,S4,Intersplit,78,8,35,0.622527767913482
813,NotAtaxic,Switch,SwitchLeft01,S4,Split,79,3,15,-0.1595853555081419
814,NotAtaxic,Switch,SwitchLeft01,S4,Washout,80,0,15,1.5941581340751156
815,NotAtaxic,Switch,SwitchLeft01,S4,Washout,81,1,16,1.36401243884157
816,NotAtaxic,Switch,SwitchLeft01,S4,Washout,82,2,17,1.4158306699810623
817,NotAtaxic,Switch,SwitchLeft01,S4,Washout,83,3,18,2.280603273950476
818,NotAtaxic,Switch,SwitchLeft01,S4,Washout,84,4,19,0.13646597814079087
819,NotAtaxic,Switch,SwitchLeft01,S5,Baseline,85,0,12,0.5643131757022957
820,NotAtaxic,Switch,SwitchLeft01,S5,Baseline,86,1,13,0.07845175386675862
821,NotAtaxic,Switch,SwitchLeft01,S5,Baseline,87,2,14,0.25415902185923755
822,NotAtaxic,Switch,SwitchLeft01,S5,Split,88,0,16,-4.24990413164852
823,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,89,0,36,0.2896626790364252
824,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,90,1,37,0.6636571402501232
825,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,91,2,38,0.1983334319760104
826,NotAtaxic,Switch,SwitchLeft01,S5,Split,92,1,17,-2.7613167810921624
827,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,93,3,39,-0.6934580176767895
828,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,94,4,40,0.7691970979324196
829,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,95,5,41,0.21132652205648128
830,NotAtaxic,Switch,SwitchLeft01,S5,Split,96,2,18,-4.061450380267559
831,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,97,6,42,1.2557443946299145
832,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,98,7,43,0.14127480863317032
833,NotAtaxic,Switch,SwitchLeft01,S5,Intersplit,99,8,44,1.2590504655933898
834,NotAtaxic,Switch,SwitchLeft01,S5,Split,100,3,19,-0.8943654069996398
835,NotAtaxic,Switch,SwitchLeft01,S5,Washout,101,0,20,0.988738705413482
836,NotAtaxic,Switch,SwitchLeft01,S5,Washout,102,1,21,0.946908045296766
837,NotAtaxic,Switch,SwitchLeft01,S5,Washout,103,2,22,0.2055004389599162
838,NotAtaxic,Switch,SwitchLeft01,S5,Washout,104,3,23,-0.7556953815498559
839,NotAtaxic,Switch,SwitchLeft01,S5,Washout,105,4,24,1.8470301772608906
840,NotAtaxic,Switch,SwitchLeft01,S6,Baseline,106,0,15,-0.3395465889362015
841,NotAtaxic,Switch,SwitchLeft01,S6,Baseline,107,1,16,-0.2978084063289259
842,NotAtaxic,Switch,SwitchLeft01,S6,Baseline,108,2,17,-0.36275073735401975
843,NotAtaxic,Switch,SwitchLeft01,S6,Baseline,109,3,18,-0.10801373106059486
844,NotAtaxic,Switch,SwitchLeft01,S6,Baseline,110,4,19,0.3106936059817258
845,NotAtaxic,Switch,SwitchLeft01,S6,Split,111,0,20,-2.9184360696812064
846,NotAtaxic,Switch,SwitchLeft01,S6,Split,112,1,21,-2.285581646543548
847,NotAtaxic,Switch,SwitchLeft01,S6,Split,113,2,22,-2.5973387438841655
848,NotAtaxic,Switch,SwitchLeft01,S6,Split,114,3,23,-2.0911630958018463
849,NotAtaxic,Switch,SwitchLeft01,S6,Split,115,4,24,-2.05198345762318
850,NotAtaxic,Switch,SwitchLeft01,S6,Split,116,5,25,-1.9203956681068632
851,NotAtaxic,Switch,SwitchLeft01,S6,Split,117,6,26,-0.05944762567078499
852,NotAtaxic,Switch,SwitchLeft01,S6,Split,118,7,27,-0.8020420267124564
853,NotAtaxic,Switch,SwitchLeft01,S6,Split,119,8,28,0.02975463867186079
854,NotAtaxic,Switch,SwitchLeft01,S6,Split,120,9,29,1.1485475482362801
855,NotAtaxic,Switch,SwitchLeft01,S6,Split,121,10,30,1.9064084447995242
856,NotAtaxic,Switch,SwitchLeft01,S6,Split,122,11,31,1.0643390694050083
857,NotAtaxic,Switch,SwitchLeft01,S6,Washout,123,0,25,2.907939872356394
858,NotAtaxic,Switch,SwitchLeft01,S6,Washout,124,1,26,1.4324303829308462
859,NotAtaxic,Switch,SwitchLeft01,S6,Washout,125,2,27,-0.4307602391098442
860,NotAtaxic,Switch,SwitchLeft01,S6,Washout,126,3,28,1.884445036300491
861,NotAtaxic,Switch,SwitchLeft01,S7,Washout,127,126,29,
862,NotAtaxic,Switch,SwitchLeft01,S7,Washout,128,127,30,
863,NotAtaxic,Switch,SwitchLeft01,S7,Washout,129,128,31,
864,NotAtaxic,Switch,SwitchLeft01,S7,Washout,130,129,32,
865,NotAtaxic,Switch,SwitchLeft01,S7,Washout,131,130,33,
866,NotAtaxic,Switch,SwitchLeft01,S7,Washout,132,131,34,
867,NotAtaxic,Switch,SwitchLeft01,S7,Washout,133,132,35,
868,NotAtaxic,Switch,SwitchLeft01,S7,Washout,134,133,36,
869,NotAtaxic,Switch,SwitchLeft01,S7,Washout,135,134,37,
870,NotAtaxic,Switch,SwitchLeft01,S7,Washout,136,135,38,
871,NotAtaxic,Switch,SwitchLeft01,S7,Washout,137,136,39,
