,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Asym
284,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,138,137,66,2.0506348272767028
285,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,139,138,67,-0.42931527802435454
286,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,140,139,68,0.3219604492187713
287,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,141,140,69,1.6201443142361072
288,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,142,141,70,-1.1886288421322249
289,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,143,142,71,-0.40306322502363656
290,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,144,143,72,0.587948885831004
291,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,145,144,73,1.053272594105131
292,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,146,145,74,0.0231039644491986
293,NotAtaxic,NoSwitch,NoSwitchLeft03,S7,Washout,147,146,75,1.0310779918324258
294,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Baseline,1,0,0,0.28985534051446393
295,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Baseline,2,1,1,-0.2075041183317694
296,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Baseline,3,2,2,0.0
297,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Baseline,4,3,3,0.8259551693694362
298,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Baseline,5,4,4,0.3932143702651558
299,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Baseline,6,5,5,-0.5604522396820073
300,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,7,0,0,-4.401282108191282
301,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,8,1,1,-3.635229245580831
302,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,9,2,2,-3.4435387813683747
303,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,10,3,3,-3.9709688437106365
304,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,11,4,4,-4.410614630188647
305,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,12,5,5,1.5496148003472001
306,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,13,6,6,0.2650097163036236
307,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,14,7,7,-1.6421847873264142
308,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,15,8,8,-0.3498655377012909
309,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,16,9,9,-0.8701825382734114
310,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,17,10,10,0.5594889322916003
311,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,18,11,11,0.5623403221669605
312,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,19,12,12,0.23842243233110594
313,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,20,13,13,0.30895194621996325
314,NotAtaxic,NoSwitch,NoSwitchLeft04,S1,Split,21,14,14,-1.5041698109020345
315,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,22,0,15,3.5771880486998526
316,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,23,1,16,4.591801190617048
317,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,24,2,17,2.5527799972379768
318,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,25,3,18,-0.026078657670481675
319,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,26,4,19,2.0742782438643843
320,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,27,5,20,0.5282469470091371
321,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,28,6,21,1.6877222542810557
322,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,29,7,22,-1.0651405411537667
323,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,30,8,23,-0.06867996369953744
324,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,31,9,24,1.20163349190139
325,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,32,10,25,-0.12018223001503259
326,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,33,11,26,1.0769314236111143
327,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,34,12,27,2.821858723958343
328,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,35,13,28,-3.7223507659604422
329,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Split,36,14,29,-0.7091329555319135
330,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Washout,37,0,0,
331,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Washout,38,1,1,
332,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Washout,39,2,2,
333,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Washout,40,3,3,
334,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Washout,41,4,4,
335,NotAtaxic,NoSwitch,NoSwitchLeft04,S2,Washout,42,5,5,
336,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,43,0,30,4.495963664969992
337,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,44,1,31,3.4325956094144203
338,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,45,2,32,2.992248535156193
339,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,46,3,33,2.2890418466895284
340,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,47,4,34,1.905545321377815
341,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,48,5,35,1.9644843207465215
342,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,49,6,36,3.795515888869147
343,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,50,7,37,3.8382944434579827
344,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,51,8,38,1.9418080647786198
345,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,52,9,39,1.150790127840878
346,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,53,10,40,3.509937633167567
347,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,54,11,41,0.4232695608427832
348,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,55,12,42,1.0998658459595845
349,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,56,13,43,1.449908632220584
350,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Split,57,14,44,-0.32864965573710947
351,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Washout,58,0,6,
352,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Washout,59,1,7,
353,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Washout,60,2,8,
354,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Washout,61,3,9,
355,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Washout,62,4,10,
356,NotAtaxic,NoSwitch,NoSwitchLeft04,S3,Washout,63,5,11,
357,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Split,64,0,45,3.330839523161245
358,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Split,65,1,46,3.1670695603495744
359,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Split,66,2,47,2.693499940814334
360,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,67,0,12,8.881116154217949
361,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,68,1,13,5.488840738932296
362,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,69,2,14,7.252610331833949
363,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,70,3,15,4.47625824899383
364,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,71,4,16,3.9821123836015744
365,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,72,5,17,2.2517579974549733
366,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,73,6,18,2.7917264687893635
367,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,74,7,19,2.3610355878117133
368,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,75,8,20,2.084911124980678
369,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,76,9,21,1.6334726352883777
370,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,77,10,22,1.0274374605428704
371,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,78,11,23,1.419899680397691
372,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,79,12,24,1.9072407423847721
373,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,80,13,25,1.9916881214488171
374,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,81,14,26,1.4783917051372697
375,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,82,15,27,3.255901914654345
376,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,83,16,28,1.3671104354087333
377,NotAtaxic,NoSwitch,NoSwitchLeft04,S4,Washout,84,17,29,1.5552096896701073
378,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,85,84,30,2.2880014747079827
379,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,86,85,31,2.436381638652108
380,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,87,86,32,2.1118241127090727
381,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,88,87,33,1.6914521804963556
382,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,89,88,34,1.9807141236584016
383,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,90,89,35,2.6433694242226125
384,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,91,90,36,2.152629813762587
385,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,92,91,37,1.9567007970327808
386,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,93,92,38,0.818965410945367
387,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,94,93,39,1.0555691189235858
388,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,95,94,40,1.0988331804371398
389,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,96,95,41,1.6955751361268483
390,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,97,96,42,0.5137125651041288
391,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,98,97,43,1.572564635613901
392,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,99,98,44,1.1120112255365484
393,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,100,99,45,2.2343259869199272
394,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,101,100,46,2.5064950037483698
395,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,102,101,47,3.383520877722475
396,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,103,102,48,2.3375385939472437
397,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,104,103,49,1.34522409150091
398,NotAtaxic,NoSwitch,NoSwitchLeft04,S5,Washout,105,104,50,2.628626967921406
399,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Baseline,106,0,6,1.4083245787957424
400,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Baseline,107,1,7,2.24980826329697
401,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Baseline,108,2,8,1.7005997474747119
402,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Baseline,109,3,9,3.3016166301688656
403,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Baseline,110,4,10,1.9865633261323694
404,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,111,0,48,-1.075652151396838
405,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,112,1,49,-2.0962801846591503
406,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,113,2,50,-0.08370755898837956
407,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,114,3,51,-1.1579340154474664
408,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,115,4,52,1.0273095333214712
409,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,116,5,53,0.7141498604205765
410,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,117,6,54,-0.9005151613794453
411,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,118,7,55,-3.6495632595486427
412,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,119,8,56,3.199814305160942
413,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,120,9,57,1.4414623530223878
414,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,121,10,58,1.6163064975930581
415,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Split,122,11,59,1.3326317372948324
416,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Washout,123,0,51,4.191697245896435
417,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Washout,124,1,52,3.1586222609760455
418,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Washout,125,2,53,1.7080904257417586
419,NotAtaxic,NoSwitch,NoSwitchLeft04,S6,Washout,126,3,54,3.0838243889085675
420,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,127,126,55,2.9453007861820737
421,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,128,127,56,2.249176333648961
422,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,129,128,57,2.1582555289219556
423,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,130,129,58,3.115937204071926
424,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,131,130,59,1.2525693334713992
425,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,132,131,60,2.1937437731809837
426,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,133,132,61,1.7647714325875654
427,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,134,133,62,1.825089888139189
428,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,135,134,63,1.692269065163316
429,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,136,135,64,1.1302909465750872
430,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,137,136,65,1.8571256387113095
431,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,138,137,66,0.5782156279592527
432,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,139,138,67,0.9089074953637635
433,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,140,139,68,2.646205401179728
434,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,141,140,69,1.8877279878866489
435,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,142,141,70,1.2247104837436211
436,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,143,142,71,0.8699513444996683
437,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,144,143,72,1.1647234059342821
438,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,145,144,73,1.7575967191445159
439,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,146,145,74,1.1031873298413615
440,NotAtaxic,NoSwitch,NoSwitchLeft04,S7,Washout,147,146,75,1.5804252239188088
441,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Baseline,1,0,0,1.410189541903435
442,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Baseline,2,1,1,0.0
443,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Baseline,3,2,2,-0.29185901988633134
444,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Baseline,4,3,3,1.935508034446002
445,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Baseline,5,4,4,0.3986372838687089
446,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Baseline,6,5,5,-0.3379744712752597
447,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,7,0,0,-4.04462087471839
448,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,8,1,1,-5.532913978653681
449,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,9,2,2,-3.4595836292612887
450,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,10,3,3,-4.151299987176429
451,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,11,4,4,-1.006694755168894
452,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,12,5,5,-1.6825512202099446
453,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,13,6,6,-1.7478634612728428
454,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,14,7,7,-2.523094716698239
455,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,15,8,8,-0.11069557883521952
456,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,16,9,9,-0.14281610045770776
457,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,17,10,10,-1.0687625769412818
458,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,18,11,11,-4.060040098248095
459,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,19,12,12,-3.263643052842866
460,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,20,13,13,-2.7923275726010104
461,NotAtaxic,NoSwitch,NoSwitchRight02,S1,Split,21,14,14,-1.3330941248421482
462,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,22,0,15,2.201334635416657
463,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,23,1,16,-0.386710118765734
464,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,24,2,17,-0.27809528389360594
465,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,25,3,18,-2.1307434698548064
466,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,26,4,19,-1.5780208086726475
467,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,27,5,20,-0.3563158439867209
468,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,28,6,21,0.27152263756957495
469,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,29,7,22,-2.8567998096196163
470,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,30,8,23,0.7722010756984048
471,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,31,9,24,3.363584267972712
472,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,32,10,25,-2.640895650844328
473,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,33,11,26,0.01143638533773128
474,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,34,12,27,-1.0105248653527639
475,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,35,13,28,-0.8414066199100318
476,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Split,36,14,29,1.8321181788589627
477,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Washout,37,0,0,
478,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Washout,38,1,1,
479,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Washout,39,2,2,
480,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Washout,40,3,3,
481,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Washout,41,4,4,
482,NotAtaxic,NoSwitch,NoSwitchRight02,S2,Washout,42,5,5,
483,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,43,0,30,-0.7419008197206267
484,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,44,1,31,0.595747822462954
485,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,45,2,32,-0.11236788046478807
486,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,46,3,33,-0.19013375946965994
487,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,47,4,34,-1.1654015743371247
488,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,48,5,35,-1.2462615966796449
489,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,49,6,36,0.3857082790799211
490,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,50,7,37,1.1661799267085229
491,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,51,8,38,-1.012073863636374
492,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,52,9,39,0.06635261304450069
493,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,53,10,40,-1.3815677527225603
494,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,54,11,41,-1.4053807114109702
495,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,55,12,42,1.145418725832556
496,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,56,13,43,-0.955775377397913
497,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Split,57,14,44,-0.7101039693812652
498,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Washout,58,0,6,
499,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Washout,59,1,7,
500,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Washout,60,2,8,
501,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Washout,61,3,9,
502,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Washout,62,4,10,
503,NotAtaxic,NoSwitch,NoSwitchRight02,S3,Washout,63,5,11,
504,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Split,64,0,45,-1.6220169838028653
505,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Split,65,1,46,-2.0511599674197214
506,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Split,66,2,47,1.4774206912878896
507,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,67,0,12,3.329868509311865
508,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,68,1,13,1.1829800075955035
509,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,69,2,14,4.571923663720554
510,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,70,3,15,0.5590034253669671
511,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,71,4,16,0.432347769689045
512,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,72,5,17,0.40549075964726455
513,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,73,6,18,0.3667195638020928
514,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,74,7,19,0.7271583634193632
515,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,75,8,20,0.020275693951219864
516,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,76,9,21,0.7679255321772587
517,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,77,10,22,-0.06433352075438847
518,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,78,11,23,-0.236780956538027
519,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,79,12,24,-0.39609658597697717
520,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,80,13,25,0.6727584684738304
521,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,81,14,26,1.2088043521149245
522,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,82,15,27,1.037628482086518
523,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,83,16,28,1.169640126854489
524,NotAtaxic,NoSwitch,NoSwitchRight02,S4,Washout,84,17,29,0.8025198271780312
525,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,85,84,30,0.3095992887863446
526,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,86,85,31,-0.5190223154395284
527,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,87,86,32,0.3752660269689301
528,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,88,87,33,0.5416715988005478
529,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,89,88,34,0.7013031930634099
530,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,90,89,35,0.06977428089487603
531,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,91,90,36,-1.1233859592013289
532,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,92,91,37,-1.8997885964133445
533,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,93,92,38,0.7605196249605513
534,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,94,93,39,0.2161584719262919
535,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,95,94,40,-0.19182918047670228
536,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,96,95,41,-0.617580221156885
537,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,97,96,42,-0.9253855273800724
538,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,98,97,43,-0.33205591066916895
539,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,99,98,44,-0.4155862210977119
540,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,100,99,45,0.9403113162878896
541,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,101,100,46,1.1937613439078234
542,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,102,101,47,0.5380803888494654
543,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,103,102,48,-0.7396197078203812
544,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,104,103,49,1.0114573469065817
545,NotAtaxic,NoSwitch,NoSwitchRight02,S5,Washout,105,104,50,1.0860712841303837
546,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Baseline,106,0,6,0.36847663648205753
547,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Baseline,107,1,7,0.4619174533420676
548,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Baseline,108,2,8,0.20057601158066518
549,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Baseline,109,3,9,0.27682371813840234
550,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Baseline,110,4,10,-1.4614220821495962
551,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,111,0,48,-2.4974399142795107
552,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,112,1,49,-1.9769321124091164
553,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,113,2,50,-2.910028322778558
554,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,114,3,51,-0.418106233230759
555,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,115,4,52,-1.262556904494133
556,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,116,5,53,-1.1982156772806292
557,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,117,6,54,-3.9727567422269203
558,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,118,7,55,-1.0014158306699414
559,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,119,8,56,-0.12584647746999167
560,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,120,9,57,-2.8086106201396035
561,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,121,10,58,-2.009089306147388
562,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Split,122,11,59,-2.902111921027256
563,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Washout,123,0,51,4.590082650232802
564,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Washout,124,1,52,0.8838306773792937
565,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Washout,125,2,53,-1.1233243075284065
566,NotAtaxic,NoSwitch,NoSwitchRight02,S6,Washout,126,3,54,1.9522695830374346
567,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,127,126,55,
568,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,128,127,56,
569,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,129,128,57,
570,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,130,129,58,
571,NotAtaxic,NoSwitch,NoSwitchRight02,S7,Washout,131,130,59,
