,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Perc,Asym,coo,double_support,stance_speed,swing_length,coo_stance,coo_swing,duty_factor,stance_duration
21,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,1,0.18367574672510045,-0.5633238590124705,0.2155025966116968,0.011249879071199148,-2.167117956912932,0.24217586324670037,0.23902738937223944,-0.12697063245607154,-3.0303030303020932
22,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,2,-2.480385520241498,-0.376398876459902,7.089050309389292,0.002946543953743247,1.273060808278018,-1.7001148185344732,0.0,4.692771789003764,15.151515151515923
23,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,3,-1.2997405697600755,0.4856819839407649,12.450556103992344,-0.00015040716446611258,3.8396970190182316,1.1945901735864055,1.4843873303346413,4.21197900186824,16.66666666666788
24,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,4,-1.0649709990529743,0.5194307577730513,2.543155526206374,0.004167515735115174,4.458602751144156,0.35265951445606447,-0.33955429539538784,-3.765659104479653,-3.0303030303002743
25,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,5,7.192368940873607,-1.0073343377589197,1.6099341090957529,0.01686744229963673,4.600085634173752,-2.4019141149039456,1.0754085416612185,-6.17887287483461,-3.0303030303002743
26,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,6,-3.1360202365451073,-1.8144576236454668,-2.5477535647027176,-0.003993984875556994,0.5708944917929557,-1.467725580388901,-2.2553800332425737,4.155018257376682,-9.090909090919013
27,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,7,-0.027943620778103195,0.5135449496182645,0.7855797686306154,-0.005913518064902229,-2.247681280579286,-0.5428965404779831,0.6317786014441538,0.16230474453880817,15.151515151519561
28,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,8,0.25627059165876176,0.13750249689277894,7.129665790135992,0.01141244293061125,-1.3924030342487868,-0.35850409305461994,-0.5686904444839058,3.807424674489596,-12.121212121208373
29,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,9,-3.5140451758798577,-0.008128387759420264,12.972966906512802,-0.009934391071067472,0.9475939201585959,-0.6031148120610368,-1.4840655856662295,2.794105178203168,4.54545454545223
30,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,0,-7.900199504813742,-5.490013084026295,14.926575385036067,-0.11785746185653152,7.768958505957983,1.863597908405282,-11.13441756771374,-8.237473329164576,-48.4848484848485
31,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,1,-8.924734712851162,-4.063902479229519,5.918475328355444,-0.14820095735857344,4.776709970801747,0.03363522616292869,-10.457208742597686,-8.724399383792882,-30.303030303030027
32,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,2,-13.59615133266253,-4.068096601719681,7.6663796317948,-0.15400307874787048,10.484637636126834,0.06430500685561924,-9.731211658587426,-12.912684918169756,-21.21212121212193
33,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,3,-9.110992123382232,-4.390421780672952,6.827903361931717,-0.153421792395827,10.095045301649293,1.7457599832553683,-11.012699628117105,-12.405810619630024,-36.36363636363967
34,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,4,-8.225704925228797,-3.174937855113626,6.441793473624808,-0.15990917584600212,6.052421801017971,4.110155587244492,-8.394321199947768,-8.099705271856244,-15.151515151515923
35,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,5,-11.74562242296004,-4.786042248844609,4.4063767798385856,-0.1536536963869806,12.893052534623578,0.9103258691652769,-6.641461793019701,-13.370059454918085,-19.696969696969973
36,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,6,-7.124729349155615,-2.865563705025963,6.792020992463143,-0.16439875735645937,11.31095500907503,5.677726437347047,-8.793888284702462,-15.016741355562687,-27.272727272727934
37,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,7,-10.278374257713821,-3.843476073910473,21.772596196823518,-0.16331716427060314,11.43611561168322,3.562345793752911,-11.596023827268354,-11.155303016369231,-22.727272727268428
38,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,8,-10.386842669862745,-3.7874079528666442,4.00962348447761,-0.16471529793603312,11.540622903843087,2.24456440318707,-10.778333790240708,-16.91977020427707,-48.48484848484077
39,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,9,-4.48885060319995,-1.2913379834327756,1.3650261320491044,-0.16597918577666237,8.684601446594826,3.715735156126641,-6.83358510335286,-11.847667689093388,-27.272727272724296
40,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,0,-5.701346349234527,-1.7549581869166744,4.552174618222498,-0.1530881594927609,7.0090322783498635,6.565576033158749,-8.196743371864883,-18.252284419185546,-42.42424242424249
41,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,1,-0.7782444809422202,-3.8706665167503473,7.452246435297282,-0.1707289947757188,10.191052369397084,-1.2446235887932176,-7.880475785997135,-11.466021335170872,-18.181818181816197
42,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,2,1.13009057863799,0.558151861633938,4.579974051325151,-0.16746076612127272,0.89368723859684,1.657817724979239,-5.180754998717646,-11.742808235799867,-24.242424242423112
43,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,3,-4.089324642913496,0.6498116194599959,5.246665278103222,-0.1732191435707664,6.56212700737845,2.7939482409544354,-3.99854814163362,-7.1102950260910625,-10.606060606058236
44,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,4,-5.8642146563288975,-2.058371148928238,11.154649072126148,-0.16057120410429412,8.587792907098276,1.7968692201556564,-4.782482701489016,-12.820503660605166,-21.21212121212011
45,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,5,-13.331245653557062,-4.051611640236558,12.935376624309825,-0.16128588998570761,9.905235213462703,1.526946636161398,-12.45396931966144,-10.022020439502676,-25.75757575757416
46,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,6,-14.22850483595721,-6.20998710092865,14.187661622440555,-0.1577236706539336,11.42876364968042,0.2664413011779345,-11.272280143968942,-10.811952589693028,-27.272727272727934
