,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Asym,coo,double_support,stance_speed,swing_length,coo_stance,coo_swing,stance_duration
0,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,1,0,0,0.7506630637429055,0.04795777677285429,-1.4428160663820973,0.0,-0.034625120837290524,0.0,0.13693799876199364,-3.637978807091713e-12
1,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,2,1,1,-0.39461694582541895,-0.19955683236172206,0.0,0.00038331825240901785,0.0,-0.028365549415070745,0.0,0.0
2,NotAtaxic,NoSwitch,NoSwitch01,S1,Baseline,3,2,2,0.0,0.0,0.37880489357713376,-0.0006085251963108135,0.13110228259154155,0.24692843658755237,-0.19369799681385302,0.0
3,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,4,0,0,-5.891017721156857,-3.9934514748929644,3.1822704658525556,-0.1439238059244275,10.969034830729129,4.158218460853703,-11.075844427551914,-24.242424242438574
4,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,5,1,1,-4.206539886166354,-3.0656332921499967,-1.3891581055760156,-0.14467562329442868,10.855503274936893,4.447900406037917,-10.094379463581163,-27.27272727273521
5,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,6,2,2,-3.8933262680516236,-2.7128739790482967,-1.214971659837845,-0.14410323576629908,11.185848351680889,4.186192907468254,-9.759998321533239,-24.242424242430843
6,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,7,3,3,-1.8649631076388857,-2.797245834812962,-2.0039473619213086,-0.14649516011809893,11.602968158143966,4.416976312194208,-9.854253133138059,-27.27272727273521
7,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,8,4,4,-2.364002574573874,-3.0230473990392,-1.7473272352968694,-0.149800221855535,12.783967605744948,5.616456812078326,-11.197088222311038,-30.303030303039122
8,NotAtaxic,NoSwitch,NoSwitch01,S1,Split,9,5,5,-4.08262772993605,-2.509967546270346,-1.2464587441266544,-0.14969034730865527,11.68177440913037,5.597587546916941,-10.410014065829216,-27.27272727273521
9,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,10,0,0,1.4051726370146724,0.8059867704757693,-3.3692841470151342,-0.0004871595037288651,1.7477786902225603,0.6394569319908072,1.1317282012014402,0.0
10,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,11,1,1,2.0942302665325343,0.7297255776145306,-3.2407602932393105,-0.0010924183180886782,1.1725608748619294,0.8247202092951085,0.827823985706658,3.030303030292089
11,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,12,2,2,1.758244061710883,0.7995097668139977,-2.098775285781433,0.0028858018403720015,0.6562820588699765,0.5789535214202601,1.4503401939315097,-7.275957614183426e-12
12,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,13,3,3,1.6777423897175083,0.4264234292386675,-0.9578523221575568,0.0006930056810824786,0.45476585927637814,0.19013183285493085,0.6530472726532679,3.0303030302966363
13,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,14,4,4,0.49954038677796575,0.14657877912425477,-0.35014547501408844,0.0009204591161141584,0.6712557089449689,0.48924841061992197,0.47536907774026815,-5.4569682106375694e-12
14,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,15,5,5,0.40169147529989857,-0.05598357229522577,-0.48790724947766817,0.0027246887669514497,-0.3545741842250578,-0.25575233228279615,0.3646927650528511,-9.094947017729282e-12
15,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,16,6,6,0.03791577888257791,-0.032389284384358064,-0.7015138784730022,0.0034441007574220334,0.027303984670936643,-0.14758832526928245,0.18170674641923767,-1.2732925824820995e-11
16,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,17,7,7,-0.17943719420770776,-0.3640280829535527,0.4279357687943053,0.0011341626267793586,-0.03954954821651313,-0.0498935429736207,-0.017462836371549884,-3.637978807091713e-12
17,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,18,8,8,0.15264954229800765,-0.39749530830769686,-1.3014388073304017,0.002695969609139384,-0.25648637251418904,-0.5243262859305844,0.04299048221469093,-3.0303030303002743
18,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,19,9,9,-1.0624124546243934,-0.5330866033380772,0.7471567476267653,0.0032833743690353495,0.8242366289851759,-0.5467713481247927,-0.3343678484059751,-1.4551915228366852e-11
19,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,20,10,10,-0.6033386846985422,-0.20522300643153812,-0.934855853520955,0.0023129512196958385,0.8700746478456267,-0.3379494252830568,0.052346123589387616,-3.637978807091713e-12
20,NotAtaxic,NoSwitch,NoSwitch01,S1,Washout,21,11,11,-0.7681721388691614,-0.44059175433536524,-0.046950422907807265,0.004167297142158105,0.4773226651278719,-0.3472858005099795,-0.10753864537041125,-3.637978807091713e-12
21,NotAtaxic,NoSwitch,NoSwitch01,S2,Baseline,22,0,3,2.3937263874092736,0.4235903422037737,-2.061471736618131,0.0011911015666727504,-1.2526271319148563,0.6586583455403741,0.7146388702812843,-3.030303030311188
22,NotAtaxic,NoSwitch,NoSwitch01,S2,Baseline,23,1,4,0.6674795439749346,0.12911626385518815,-2.9270723578288673,0.0004526425381364413,-0.30307191790956267,0.5443033545908662,0.12122260199649304,-3.030303030311188
23,NotAtaxic,NoSwitch,NoSwitch01,S2,Baseline,24,2,5,0.33934622099906164,0.19784262686064835,-2.611985264608644,-0.0012628307573064185,0.3888679273200637,0.46809225371387697,0.4325442843966698,-7.275957614183426e-12
24,NotAtaxic,NoSwitch,NoSwitch01,S2,Split,25,0,6,-4.475510722458978,-3.0308289961381263,2.655010286418462,-0.150134534740812,13.292855927438467,5.983501010470974,-10.784422749220738,-30.303030303039122
25,NotAtaxic,NoSwitch,NoSwitch01,S2,Split,26,1,7,-3.941977144491773,-2.3533850005178607,-0.6608667890494049,-0.15217369138850612,12.73880775528724,5.9435815522165285,-10.167096841214885,-30.303030303031846
26,NotAtaxic,NoSwitch,NoSwitch01,S2,Split,27,2,8,-4.459689361880493,-2.7099185519748374,-0.03840157078902129,-0.15138035189053822,12.737466831399942,5.48923184173276,-9.991156452834005,-27.272727272738848
27,NotAtaxic,NoSwitch,NoSwitch01,S2,Split,28,3,9,-4.435814751519075,-2.9877065408109402,1.6251307422289534,-0.15122554338138833,13.334671174637052,5.367818504873,-11.651048756609086,-30.303030303039122
28,NotAtaxic,NoSwitch,NoSwitch01,S2,Split,29,4,10,-3.585006251479655,-2.3341766511551114,0.5156037991858886,-0.15102421564020396,12.226143268623758,5.0410761977687315,-9.41032833523225,-30.303030303039122
29,NotAtaxic,NoSwitch,NoSwitch01,S2,Split,30,5,11,-0.3153328943734266,-1.4100354127209869,-4.362444981301916,-0.15172870041937064,12.508014717487356,6.070718861589569,-8.282016022036828,-39.39393939394358
30,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,31,0,12,2.7430524729719252,0.9070328991822691,-3.6510628674807775,-0.0005014102943028259,1.8794512507891739,0.95985682323726,1.253575026386926,-3.0303030302966363
31,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,32,1,13,2.459863219598347,1.0611495586356696,-2.3373167888206448,0.0010615472927596875,0.7092639653369446,1.3405963627979247,1.125721016315481,-9.094947017729282e-12
32,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,33,2,14,1.9820396346275402,0.6929946668220452,-1.2640891473288955,-0.00150221097696919,0.8024504690459295,1.2422773573133696,1.0530616297865834,-1.51515151516287
33,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,34,3,15,1.6012634893860707,0.7048269714971553,-0.3875160694512205,-0.0007923525918001467,1.296750463620583,0.9567280008335501,0.7173287748086068,-7.275957614183426e-12
34,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,35,4,16,0.8913830073193054,0.4154523213704522,-0.9973272352968703,0.0005091762765716684,0.3873343419547126,0.4603646018288572,0.4961264253866631,-3.030303030311188
35,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,36,5,17,0.35123728742506444,0.12967755096126865,0.8600266824688769,0.0006952053708678824,1.2345747514204675,0.7064549609868322,0.23877307622117883,-7.275957614183426e-12
36,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,37,6,18,-1.2138135505445007,-0.5713641041457045,2.1231967641523273,0.003263413687061595,0.4328178636955471,-0.21941637752033216,-0.5505301735618247,-7.275957614183426e-12
37,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,38,7,19,-1.5157988577177974,-0.616890493065398,0.5156037991858886,0.0015273160253161527,0.6277604536576717,-0.39931884919752747,-0.37409657179709654,-3.0303030303002743
38,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,39,8,20,-1.1666037819602195,-0.47981099515113357,1.646103374175936,0.0015604244628152908,0.6798098785708788,-0.0712982331863401,-0.21893520547887135,-1.8189894035458565e-12
39,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,40,9,21,-2.093775585444277,-0.8528757576990458,2.413694932190815,0.0018770298731719814,0.2197342689591295,-0.3125412295563166,-1.043144380203401,-6.821210263296962e-12
40,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,41,10,22,-1.2919493395872763,-0.17123800335507156,3.1811462513137063,-0.000597121357274702,0.8698126282354934,0.2789063887162797,-0.47587192419808844,-3.0303030303039122
41,NotAtaxic,NoSwitch,NoSwitch01,S2,Washout,42,11,23,-1.238404861604323,-0.5272451073232318,1.9089018591506155,0.0020789954146629014,-0.5533006456163037,-0.26358787459552957,-0.5990269208195969,-1.4551915228366852e-11
